"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.704860021E1,5.972736661E0,-4.735592129E0,-7.067461731E0,1.039463474E1
1.705863521E1,-1.567294993E-2,2.029004004E0,-6.660255786E0,6.962478727E0
1.706867021E1,-4.717192111E0,8.045059471E0,-6.359110147E0,1.128774402E1
1.707870421E1,-6.383779550E0,1.208473412E1,-4.681916444E0,1.444692983E1
1.708873921E1,-5.288331179E0,1.326119274E1,-3.550542780E0,1.471162919E1
1.709877321E1,-3.740141964E0,1.252036104E1,-2.863778531E0,1.337719440E1
1.710880821E1,-2.558672280E0,1.211580739E1,-2.117190249E0,1.256272610E1
1.711884321E1,-1.754556021E0,1.306288442E1,-1.247209345E0,1.323906898E1
1.712887721E1,-9.877015085E-1,1.398475293E1,-4.837974536E-1,1.402793388E1
1.713891221E1,-7.620684931E-1,1.493929802E1,-1.849901158E-1,1.495986615E1
1.714894721E1,-4.187188205E-1,1.457629469E1,-8.887767792E-3,1.458231022E1
1.715898121E1,2.943127659E-1,1.222696881E1,2.071569103E-1,1.223226472E1
1.716901621E1,8.394017208E-1,9.337389439E0,8.685951144E-1,9.415194861E0
1.717905121E1,1.647627257E0,6.577818816E0,1.587926016E0,6.964473059E0
1.718908521E1,1.919843505E0,5.208929499E0,1.890501884E0,5.864532631E0
1.719912021E1,1.861398684E0,4.536324282E0,1.312318676E0,5.075945563E0
1.720915521E1,1.686613567E0,3.946742219E0,6.753311884E-1,4.344825852E0
1.721918921E1,1.426470651E0,3.122845268E0,6.964139092E-1,3.503137653E0
1.722922421E1,8.786396807E-1,2.000974353E0,1.292864404E0,2.539173964E0
1.723925921E1,2.942108782E-1,6.729189196E-1,1.528334118E0,1.695637074E0
1.724929321E1,-1.775269672E-1,-4.457362824E-1,1.347352268E0,1.430228930E0
1.725932821E1,-3.083205019E-1,-9.818306847E-1,8.644985551E-1,1.344027819E0
1.726936321E1,7.992718960E-2,-9.976276687E-1,2.451544565E-1,1.030412553E0
1.727939721E1,3.813300426E-1,-7.869242759E-1,-7.019699335E-2,8.772628085E-1
1.728943221E1,5.401247053E-1,-6.266458091E-1,3.230148107E-1,8.881206198E-1
1.729946721E1,6.429191219E-1,-4.192960869E-1,6.504349136E-1,1.006091339E0
1.730950121E1,5.068346428E-1,-2.515178351E-1,8.843258786E-1,1.049845149E0
1.731953621E1,2.460512184E-1,-1.201638631E-1,9.198073679E-1,9.597010733E-1
1.732957021E1,-1.219782724E-1,1.245785840E-3,7.710337365E-1,7.806236441E-1
1.733960521E1,-4.593376735E-1,1.598076928E-1,3.831838292E-1,6.191602732E-1
1.734964021E1,-5.717733813E-1,3.492884702E-1,2.772457302E-2,6.705936824E-1
1.735967421E1,-3.163533337E-1,4.364159303E-1,-2.216580051E-1,5.828126347E-1
1.736970921E1,5.454005932E-2,4.040981867E-1,-1.830008930E-1,4.469443918E-1
1.737974421E1,2.662473002E-1,2.558290238E-1,-4.994165361E-2,3.725993600E-1
1.738977821E1,2.991361341E-1,1.670121203E-1,1.898707867E-1,3.916968097E-1
1.739981321E1,9.904454241E-2,2.897078278E-1,3.501330274E-1,4.651167421E-1
1.740984821E1,-3.440080690E-1,6.786881480E-1,7.451937211E-1,1.065022458E0
1.741988221E1,-7.714411412E-1,1.744043165E0,1.451916856E0,2.396845960E0
1.742991721E1,-1.007052065E0,3.579912760E0,2.544012433E0,4.505766138E0
1.743995221E1,-1.582257871E0,7.688394518E0,4.657349952E0,9.127204326E0
1.744998621E1,-1.856502079E0,1.419777518E1,7.388428847E0,1.611248898E1
1.746002121E1,-2.364203974E-1,2.049358337E1,9.405380863E0,2.255003422E1
1.747005621E1,3.326301183E0,2.314337779E1,9.421213953E0,2.520792509E1
1.748009021E1,5.129317904E0,2.516969529E1,7.814107316E0,2.684927813E1
1.749012521E1,5.982798550E0,2.837593413E1,4.872626306E0,2.940629190E1
1.750016021E1,6.971421214E0,2.879322652E1,-6.374973643E-1,2.963202676E1
1.751019421E1,6.087356706E0,2.673799103E1,-8.054806779E0,2.858069258E1
1.752022921E1,4.972331273E0,2.147276045E1,-1.439755466E1,2.632666139E1
1.753026421E1,5.074838226E0,1.166866496E1,-2.031989300E1,2.397519086E1
1.754029821E1,4.903141755E0,-3.742427348E0,-2.356991112E1,2.436364652E1
1.755033321E1,4.021714633E0,-2.559029486E1,-1.968702546E1,3.253638504E1
1.756036721E1,3.041300291E0,-4.838636909E1,-6.647518212E0,4.893546484E1
1.757040221E1,-7.703190605E-1,-6.211920058E1,1.082319033E1,6.305973296E1
1.758043721E1,-4.648803369E0,-6.596001669E1,1.985039199E1,6.903892552E1
1.759047121E1,-4.406983287E0,-6.265071716E1,1.659662464E1,6.496138709E1
1.760050621E1,-8.572517353E-1,-4.625561096E1,3.309856181E0,4.638180219E1
1.761054121E1,5.224210027E0,-3.110907241E1,-9.532070730E0,3.295340846E1
1.762057521E1,1.057198225E1,-2.080234677E1,-1.337626945E1,2.689663592E1
1.763061021E1,1.055439031E1,-1.155672470E1,-1.030076967E1,1.873656576E1
1.764064521E1,5.220324553E0,-2.933824374E0,-7.062904996E0,9.259791622E0
1.765067921E1,-1.115929267E0,3.673792438E0,-7.224377026E0,8.181300167E0
1.766071421E1,-5.577111712E0,1.044526373E1,-8.659453901E0,1.466948708E1
1.767074921E1,-5.998538085E0,1.354291042E1,-9.319771779E0,1.750002937E1
1.768078321E1,-5.734129917E0,1.438158942E1,-7.716935363E0,1.729917488E1
1.769081821E1,-5.641766129E0,1.409831638E1,-4.491336390E0,1.583553449E1
1.770085321E1,-4.491547182E0,1.208658769E1,-1.819383954E0,1.302189525E1
1.771088721E1,-3.097385321E0,1.054322564E1,1.054147732E-1,1.098929092E1
1.772092221E1,-9.514123725E-1,9.755543711E0,4.933857179E-1,9.814237009E0
1.773095721E1,7.931771421E-1,1.000370890E1,2.931302762E-1,1.003938480E1
1.774099121E1,1.684349087E0,1.014245631E1,6.974699163E-1,1.030499472E1
1.775102621E1,2.331103617E0,8.926206803E0,1.417748652E0,9.333875036E0
1.776106121E1,1.837587506E0,7.030455288E0,2.873539288E0,7.814170298E0
1.777109521E1,5.759684661E-1,4.816824573E0,4.361864417E0,6.523756574E0
1.778113021E1,-3.809943758E-1,2.933489036E0,4.229018016E0,5.160921238E0
1.779116521E1,-1.069310147E0,1.832641785E0,2.719789091E0,3.449529360E0
1.780119921E1,-1.668406361E0,1.346910803E0,1.003184570E0,2.367303905E0
1.781123421E1,-1.938630609E0,1.444572753E0,-4.767141366E-1,2.464210917E0
1.782126921E1,-1.639471999E0,1.435657796E0,-1.289045003E0,2.531919976E0
1.783130321E1,-1.031041436E0,1.189263949E0,-1.134636995E0,1.940308299E0
1.784133821E1,-1.987486142E-1,8.025626542E-1,-1.742341626E-1,8.449647146E-1
1.785137321E1,7.903121527E-1,6.309419777E-1,7.837578624E-1,1.279436386E0
1.786140721E1,1.506433517E0,5.863940882E-1,1.532927105E0,2.227793859E0
1.787144221E1,1.825284380E0,5.209299774E-1,1.965512890E0,2.732447992E0
1.788147621E1,2.018209606E0,6.468257929E-1,2.155819879E0,3.023096586E0
1.789151121E1,2.170890639E0,8.640660073E-1,2.023060017E0,3.090654957E0
1.790154621E1,2.125139100E0,1.125645731E0,1.608763154E0,2.893339488E0
1.791158021E1,2.018985970E0,1.069903128E0,1.296076865E0,2.626939719E0
1.792161521E1,1.921102118E0,1.021387172E0,1.172072039E0,2.471359538E0
1.793165021E1,1.593402372E0,7.502210840E-1,1.073003249E0,2.062304237E0
1.794168421E1,9.873565958E-1,5.035740526E-1,9.290921617E-1,1.446261428E0
1.795171921E1,2.682737259E-1,3.342227536E-1,7.442061263E-1,8.587889144E-1
1.796175421E1,-2.607070634E-1,1.965526193E-1,4.219649023E-1,5.335311461E-1
1.797178821E1,-5.267727345E-1,1.161299421E-1,-6.357794523E-2,5.431554404E-1
1.798182321E1,-5.263162863E-1,1.656031606E-1,-4.341312039E-1,7.020706105E-1
1.799185821E1,-4.754430616E-1,9.211447723E-2,-6.162930214E-1,7.838037190E-1
1.800189221E1,-4.648700897E-1,2.207038857E-2,-4.957906777E-1,6.799997782E-1
1.801192721E1,-4.073290291E-1,9.144621357E-2,-9.477868795E-2,4.280915178E-1
1.802196221E1,-6.274617150E-1,5.351284057E-1,3.482139713E-1,8.951667912E-1
1.803199621E1,-1.023872823E0,1.322387873E0,9.840741152E-1,1.940470847E0
1.804203121E1,-1.646194251E0,2.960256420E0,2.186372750E0,4.031538092E0
1.805206621E1,-2.384834559E0,5.824074127E0,4.052118693E0,7.485114643E0
1.806210021E1,-2.626808422E0,1.057524733E1,6.324289978E0,1.259891354E1
1.807213521E1,-1.841734498E0,1.729056986E1,7.623890374E0,1.898629759E1
1.808217021E1,1.766512188E-1,2.451692149E1,7.109303822E0,2.552749196E1
1.809220421E1,1.987208692E0,3.129505129E1,3.686149067E0,3.157399133E1
1.810223921E1,3.471027664E0,3.476634676E1,-8.376914102E-1,3.494922928E1
1.811227421E1,4.996915306E0,3.381025917E1,-5.943922167E0,3.469053183E1
1.812230821E1,5.684391747E0,2.956417021E1,-1.157080713E1,3.225269055E1
1.813234321E1,5.303170243E0,2.227160237E1,-1.750825234E1,2.882163748E1
1.814237721E1,4.853936558E0,1.004691047E1,-2.206212938E1,2.472324135E1
1.815241221E1,5.046877425E0,-8.043719289E0,-2.206954833E1,2.402576440E1
1.816244721E1,4.658322344E0,-3.309878634E1,-1.473143068E1,3.652731409E1
1.817248121E1,3.131614045E0,-5.465646941E1,-3.693054628E-1,5.474735648E1
1.818251621E1,3.264115752E0,-6.419781090E1,1.602133814E1,6.624723883E1
1.819255121E1,6.594060043E0,-6.489477562E1,2.374792843E1,6.941741594E1
1.820258521E1,8.466394043E0,-6.035689188E1,1.743701220E1,6.339308811E1
1.821262021E1,7.004668483E0,-4.351738794E1,2.491981570E0,4.414791508E1
1.822265521E1,6.529530755E0,-2.815611624E1,-1.074705607E1,3.083668056E1
1.823268921E1,8.672302573E0,-1.867424561E1,-1.452995667E1,2.520031591E1
1.824272421E1,1.019730904E1,-1.156658077E1,-1.251079617E1,1.985676013E1
1.825275921E1,8.381456804E0,-5.391690071E0,-1.046112021E1,1.444832779E1
1.826279321E1,5.158974981E0,-3.636455774E-1,-1.033136815E1,1.155354616E1
1.827282821E1,1.492188092E0,4.352700368E0,-1.047862443E1,1.144439582E1
1.828286321E1,-2.267316341E0,7.875058692E0,-8.783766875E0,1.201298603E1
1.829289721E1,-5.183060247E0,1.044617005E1,-6.304874298E0,1.325662182E1
1.830293221E1,-6.665338186E0,1.168778068E1,-4.799969974E0,1.428533031E1
1.831296721E1,-7.189246954E0,1.134481809E1,-3.105410625E0,1.378527274E1
1.832300121E1,-7.179851063E0,1.140956665E1,-9.223076373E-1,1.351218427E1
1.833303621E1,-5.684798713E0,1.247384527E1,6.249463159E-1,1.372240176E1
1.834307121E1,-3.663734643E0,1.387270975E1,5.597364128E-1,1.435925946E1
1.835310429E1,-1.720090631E0,1.443090718E1,-1.382574141E-1,1.453371628E1
1.836313929E1,-5.615848273E-1,1.298635840E1,1.574561620E-1,1.299944901E1
1.837317429E1,-1.134191820E-1,1.051753999E1,1.919276032E0,1.069182547E1
1.838320829E1,-6.606149526E-2,7.568059405E0,3.571079371E0,8.368541997E0
1.839324329E1,-7.152250598E-1,5.098660952E0,4.125145154E0,6.597326195E0
1.840327829E1,-1.399104512E0,3.733938360E0,3.863603876E0,5.552226943E0
1.841331229E1,-1.710583643E0,3.468196442E0,2.920289531E0,4.845882160E0
1.842334729E1,-1.507905700E0,3.035693103E0,1.881025887E0,3.876528164E0
1.843338229E1,-1.080683055E0,2.586136652E0,1.048213978E0,2.992445687E0
1.844341629E1,-2.400409202E-1,1.932692907E0,6.732308686E-1,2.060621586E0
1.845345129E1,1.613092761E-1,1.145261532E0,5.894771057E-1,1.298124769E0
1.846348629E1,1.745846849E-1,3.363329407E-1,9.470413595E-1,1.020042644E0
1.847352029E1,1.804193107E-2,-2.594729720E-1,1.319939936E0,1.345322701E0
1.848355529E1,-2.470679761E-1,-6.912269904E-1,1.715891746E0,1.866312359E0
1.849359029E1,-4.946136697E-1,-4.602284968E-1,1.945927641E0,2.059875563E0
1.850362429E1,-3.479281520E-1,2.078495130E-2,1.772228499E0,1.806178249E0
1.851365929E1,-3.500349404E-1,5.214779346E-1,1.676797262E0,1.790562133E0
1.852369429E1,-6.437440179E-1,1.314791463E0,2.225991145E0,2.664229631E0
1.853372829E1,-7.956240557E-1,2.227541680E0,2.909974458E0,3.750054789E0
1.854376329E1,-1.379265786E0,3.967272086E0,3.817114418E0,5.675560271E0
1.855379829E1,-2.354150856E0,6.617844762E0,5.045167699E0,8.648214420E0
1.856383229E1,-2.975341067E0,1.075084039E1,6.274856447E0,1.279871271E1
1.857386729E1,-3.067578555E0,1.647805246E1,6.818409521E0,1.809494293E1
1.858390229E1,-2.658818420E0,2.365403618E1,5.375531291E0,2.440244003E1
1.859393629E1,-1.189600968E0,2.958315963E1,9.469787943E-1,2.962220878E1
1.860397129E1,1.211707390E0,3.490696996E1,-5.294215232E0,3.532695149E1
1.861400629E1,4.565551882E0,3.438679698E1,-1.160540628E1,3.657842978E1
1.862404029E1,8.340342692E0,2.898505262E1,-1.493636389E1,3.365693922E1
1.863407529E1,1.226906759E1,2.152382769E1,-1.517186284E1,2.905151631E1
1.864410929E1,1.451099766E1,1.069563215E1,-1.444109771E1,2.309785495E1
1.865414429E1,1.353143000E1,-3.593176876E0,-1.549617281E1,2.088401038E1
1.866417929E1,1.038721491E1,-2.352628621E1,-1.486657854E1,2.970514322E1
1.867421429E1,7.491633958E0,-4.919731709E1,-7.238851808E0,5.028818513E1
1.868424829E1,3.585907910E0,-6.616959493E1,9.379918578E0,6.692725081E1
1.869428329E1,-1.221343163E0,-7.142407132E1,2.450520367E1,7.552082262E1
1.870431829E1,-4.627676502E0,-7.037292438E1,2.730182166E1,7.562508407E1
1.871435229E1,-8.190637014E0,-5.613653535E1,1.729956989E1,5.930996758E1
1.872438729E1,-5.328569378E0,-4.156555461E1,2.234167306E0,4.196522948E1
1.873442229E1,1.902661900E0,-2.890335064E1,-8.869945478E0,3.029355927E1
1.874445629E1,7.500601248E0,-1.561957946E1,-1.379185212E1,2.214600340E1
1.875449129E1,8.892007023E0,-1.156013026E0,-1.755083410E1,1.970877806E1
1.876452529E1,7.830846140E0,9.919542907E0,-2.040378651E1,2.400070805E1
1.877456029E1,5.928998904E0,1.659112826E1,-2.054694740E1,2.706650351E1
1.878459529E1,2.864932479E0,1.888239363E1,-1.661028257E1,2.531114605E1
1.879462929E1,-1.098307951E0,1.693797340E1,-1.015649431E1,1.978018199E1
1.880466429E1,-4.507859452E0,1.422986236E1,-3.131287478E0,1.525171272E1
1.881469929E1,-5.658364620E0,1.194875829E1,2.217682836E0,1.340552244E1
1.882473329E1,-4.364567877E0,1.064207633E1,3.011503757E0,1.189001246E1
1.883476829E1,-2.565736886E0,1.148542024E1,1.346403265E0,1.184528116E1
1.884480329E1,-3.352639600E-1,1.169425004E1,-8.185452873E-1,1.172765545E1
1.885483729E1,8.883400653E-1,1.103448765E1,-1.097786672E0,1.112448656E1
1.886487229E1,1.189010691E0,8.671993840E0,9.989850998E-1,8.809948627E0
1.887490729E1,1.105455588E0,5.869598209E0,3.463463121E0,6.904331393E0
1.888494129E1,8.582103863E-1,3.630084794E0,4.766647276E0,6.052682623E0
1.889497629E1,7.079361400E-1,2.415823632E0,4.311558482E0,4.992686045E0
1.890501129E1,9.050212944E-1,2.388402968E0,2.675384166E0,3.698812339E0
1.891504529E1,1.218722295E0,2.467522082E0,9.054752576E-1,2.897211538E0
1.892508029E1,1.543835817E0,2.295389993E0,-2.050174141E-1,2.773855871E0
1.893511529E1,1.623337777E0,1.698075864E0,-3.488600886E-1,2.374950640E0
1.894514929E1,1.463197158E0,7.923031296E-1,5.160752535E-3,1.663946155E0
1.895518429E1,1.195585008E0,-3.263294511E-3,5.663741720E-1,1.322956486E0
1.896521929E1,8.478600106E-1,-5.806438998E-1,8.785733879E-1,1.352000419E0
1.897525329E1,5.874516668E-1,-9.365343516E-1,9.201991314E-1,1.438388853E0
1.898528829E1,2.521346433E-1,-9.609667960E-1,1.015624521E0,1.420747067E0
1.899532329E1,4.993083626E-3,-6.467435664E-1,8.912764639E-1,1.101215649E0
1.900535729E1,1.214930814E-1,-2.385755349E-1,1.994917953E-1,3.338799651E-1
1.901539229E1,4.572170345E-1,7.863847241E-2,-3.439186066E-1,5.775044883E-1
1.902542729E1,9.508847344E-1,1.372575402E-1,-3.044159871E-1,1.007814717E0
1.903546129E1,1.496759153E0,6.547463581E-2,-5.986087024E-2,1.499385946E0
1.904549629E1,1.475167286E0,2.928332011E-1,2.753734517E-1,1.528954003E0
1.905553129E1,1.163605270E0,4.118227606E-1,5.744585323E-1,1.361461647E0
1.906556529E1,9.133632977E-1,4.355537218E-1,7.645924437E-1,1.268282762E0
1.907560029E1,5.567495819E-1,7.617387101E-1,8.734816325E-1,1.285762856E0
1.908563529E1,1.304497732E-1,1.054194875E0,6.931651962E-1,1.268393459E0
1.909566929E1,-3.842730924E-1,1.304785123E0,6.627842331E-1,1.513080621E0
1.910570429E1,-7.290075318E-1,1.786229949E0,9.231133837E-1,2.138739753E0
1.911573929E1,-7.910524102E-1,2.516750960E0,9.716926360E-1,2.811402833E0
1.912577329E1,-1.071008909E0,3.655123448E0,1.043609295E0,3.949190786E0
1.913580829E1,-1.860566040E0,5.758556076E0,2.113948553E0,6.410261504E0
1.914584329E1,-2.710890799E0,9.085478525E0,4.253344188E0,1.039162094E1
1.915587729E1,-2.548010175E0,1.368774712E1,6.242263482E0,1.525819880E1
1.916591229E1,-1.028665201E0,1.946643224E1,7.194259772E0,2.077877546E1
1.917594729E1,9.435200201E-1,2.697014654E1,6.474269890E0,2.775239098E1
1.918598129E1,3.295984247E0,3.259729639E1,2.095826277E0,3.283046956E1
1.919601629E1,5.421785690E0,3.664708730E1,-3.974329090E0,3.725855686E1
1.920605129E1,6.123491914E0,3.517948529E1,-1.094757814E1,3.734893313E1
1.921608529E1,5.228060419E0,2.997936228E1,-1.712233845E1,3.491803621E1
1.922612029E1,1.074314311E1,1.950611963E1,-1.985920024E1,2.983775563E1
1.923615529E1,1.273198464E1,-1.398727074E0,-2.422200898E1,2.740010199E1
1.924618929E1,1.313139508E1,-3.167839475E1,-1.326861870E1,3.676969504E1
1.925622429E1,1.021244280E1,-5.310524520E1,1.774946870E0,5.410740700E1
1.926625929E1,4.439460477E0,-7.034639673E1,1.878573097E1,7.294674790E1
1.927629329E1,-6.248178233E-1,-7.044382537E1,2.896008968E1,7.616698579E1
1.928632829E1,-3.391067867E-1,-6.808754248E1,2.297087089E1,7.185881535E1
1.929636329E1,-1.341134047E0,-5.331876213E1,5.357000295E0,5.360397828E1
1.930639729E1,-1.210763942E0,-3.587746041E1,-1.307183417E1,3.820380823E1
1.931643229E1,3.620236036E0,-2.412741039E1,-2.281150152E1,3.340063835E1
1.932646729E1,8.662763425E0,-1.522521284E1,-2.223073735E1,2.830293729E1
1.933650129E1,1.063881709E1,-7.910188179E0,-1.753098631E1,2.197933091E1
1.934653629E1,8.243018711E0,-1.441050098E0,-1.285821316E1,1.534136984E1
1.935657183E1,3.814051062E0,3.227499318E0,-1.011296178E1,1.127988180E1
1.936660583E1,-6.000028614E-1,6.582182593E0,-7.405957630E0,9.926396101E0
1.937664083E1,-4.432426569E0,1.030470251E1,-4.746479060E0,1.218040897E1
1.938667583E1,-6.167193419E0,1.313420174E1,-4.021721942E0,1.505708396E1
1.939670983E1,-5.398528975E0,1.401204072E1,-3.622922539E0,1.544690804E1
1.940674483E1,-3.216261847E0,1.364711131E1,-2.662654778E0,1.427157027E1
1.941677983E1,-1.214031366E0,1.342647364E1,-1.481007339E0,1.356235413E1
1.942681383E1,-4.548023538E-1,1.316906752E1,-5.272633159E-1,1.318746341E1
1.943684883E1,-7.785971099E-1,1.398717017E1,4.212322462E-1,1.401515535E1
1.944688383E1,-8.264005829E-1,1.431205901E1,9.692578554E-1,1.436862665E1
1.945691783E1,-8.528076321E-2,1.350539118E1,6.067041725E-1,1.351928081E1
1.946695283E1,1.230094106E-1,1.171525909E1,6.699552584E-1,1.173504439E1
1.947698783E1,-3.869727153E-1,9.513573648E0,1.684940094E0,9.669377155E0
1.948702183E1,-6.139219755E-1,6.806712166E0,2.939274271E0,7.439594340E0
1.949705683E1,-3.796578120E-1,4.645795269E0,3.810157986E0,6.020370222E0
1.950709183E1,6.115182582E-2,3.259594685E0,3.763692502E0,4.979365251E0
1.951712583E1,3.135850791E-1,2.469673565E0,3.014547232E0,3.909618669E0
1.952716083E1,6.306481551E-1,1.633142242E0,2.176930667E0,2.793545741E0
1.953719583E1,8.549753411E-1,1.153465175E0,1.590643217E0,2.142804375E0
1.954722983E1,1.206774533E0,6.786299682E-1,1.266797517E0,1.876597814E0
1.955726483E1,1.343491498E0,5.251377068E-2,1.136450801E0,1.760467984E0
1.956729983E1,1.225874755E0,-3.153229447E-1,1.353625161E0,1.853240014E0
1.957733383E1,1.105797577E0,-6.484851596E-1,1.621458628E0,2.066990413E0
1.958736883E1,8.370641501E-1,-6.957585094E-1,1.913144642E0,2.201108520E0
1.959740383E1,4.095497286E-1,-5.559806731E-1,1.974760846E0,2.092014792E0
1.960743783E1,-1.175064954E-1,-8.335490964E-2,1.762385296E0,1.768264050E0
1.961747283E1,-5.947468723E-1,6.777666268E-1,1.444672156E0,1.702988280E0
1.962750783E1,-1.024680470E0,1.490705823E0,1.408387844E0,2.292537946E0
1.963754183E1,-1.331402672E0,2.308609086E0,1.619101616E0,3.118300663E0
1.964757683E1,-1.883662104E0,3.526437049E0,2.163986101E0,4.546072703E0
1.965761183E1,-2.439570198E0,5.242058069E0,3.038073505E0,6.531505658E0
1.966764583E1,-3.395100692E0,8.497508832E0,4.589084294E0,1.023689698E1
1.967768083E1,-3.628834074E0,1.304508550E1,6.070245999E0,1.483881999E1
1.968771583E1,-2.268129251E0,1.838351971E1,6.212876546E0,1.953709401E1
1.969774983E1,-7.595983368E-1,2.410679544E1,5.160287681E0,2.466461322E1
1.970778483E1,1.451941268E0,2.984128613E1,2.675555490E0,2.999615123E1
1.971781983E1,5.542851121E0,3.321055938E1,-2.493317658E0,3.376212502E1
1.972785383E1,1.076167294E1,3.135400526E1,-8.292529424E0,3.417094225E1
1.973788883E1,1.546075973E1,2.593442689E1,-1.220012190E1,3.256489773E1
1.974792383E1,1.545355128E1,1.716661122E1,-1.479068870E1,2.742752742E1
1.975795783E1,1.164314421E1,3.914738361E0,-1.463195083E1,1.910450126E1
1.976799283E1,5.683333400E0,-1.203374757E1,-1.392365888E1,1.926083165E1
1.977802783E1,-4.836298944E-1,-3.009933545E1,-9.866442003E0,3.167886631E1
1.978806183E1,-5.323884589E0,-4.679543527E1,-3.970188677E0,4.726435133E1
1.979809683E1,-8.247837401E0,-5.598774476E1,6.200056525E0,5.693061642E1
1.980813183E1,-7.944882633E0,-5.883880033E1,1.636631919E1,6.158719013E1
1.981816683E1,-3.913736148E0,-5.861228856E1,1.968348907E1,6.195286468E1
1.982820083E1,-4.025934423E-1,-4.855344977E1,1.053211242E1,4.968425262E1
1.983823583E1,3.050346518E0,-3.496545849E1,-3.279792137E0,3.525116931E1
1.984827083E1,6.965713162E0,-2.394211914E1,-1.222476441E1,2.777032757E1
1.985830483E1,9.825947696E0,-1.574997705E1,-1.294412630E1,2.263098387E1
1.986833983E1,9.939945012E0,-7.748726090E0,-1.085711704E1,1.663497079E1
1.987837483E1,7.717283272E0,-5.653788297E-1,-1.120243489E1,1.361508949E1
1.988840883E1,4.154929409E0,4.814902593E0,-1.336995095E1,1.480548256E1
1.989844383E1,3.787389586E-1,8.318513281E0,-1.321362681E1,1.561861197E1
1.990847883E1,-1.777343936E0,9.463516220E0,-1.004933004E1,1.391783478E1
1.991851283E1,-3.102077419E0,1.056842012E1,-5.858124803E0,1.247525609E1
1.992854783E1,-3.430091015E0,1.117054768E1,-3.186709142E0,1.211205082E1
1.993858283E1,-3.248969709E0,1.189218297E1,-2.093903713E0,1.250456927E1
1.994861683E1,-2.652391745E0,1.255587820E1,-1.463827634E0,1.291619335E1
1.995865183E1,-1.499331489E0,1.335254496E1,-7.311370146E-1,1.345633728E1
1.996868683E1,5.131041370E-3,1.380836232E1,-6.554670274E-2,1.380851884E1
1.997872083E1,1.249873044E0,1.354231400E1,6.430680066E-1,1.361506473E1
1.998875583E1,1.868217853E0,1.237839766E1,1.039524431E0,1.256167097E1
1.999879083E1,2.446861530E0,1.032065956E1,1.453265809E0,1.070584544E1
2.000882483E1,2.648461831E0,8.233668428E0,2.479090798E0,8.997418354E0
2.001885983E1,2.268013914E0,6.088346640E0,3.452415392E0,7.357378878E0
