"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.380741521E1,-9.791162610E-3,-1.658589032E-1,9.585691452E-2,1.918165548E-1
1.381744921E1,-1.929340881E-2,-1.823141375E-1,1.020105243E-1,2.098018766E-1
1.382748421E1,-7.234032679E-2,-1.066866888E-1,3.149953544E-2,1.326928528E-1
1.383751921E1,-8.621021468E-2,-2.668157592E-2,-9.256785572E-2,1.292784418E-1
1.384755321E1,-3.517962679E-2,5.380944058E-2,-1.539039785E-1,1.667917763E-1
1.385758821E1,-8.029040219E-3,7.771095783E-2,-2.394972754E-1,2.519174535E-1
1.386762321E1,4.504559722E-2,7.850018576E-2,-1.974055088E-1,2.171642693E-1
1.387765721E1,3.694153905E-2,3.966634154E-2,-1.965547389E-1,2.038917883E-1
1.388769221E1,1.803993937E-2,-6.299351603E-3,-1.260823417E-1,1.275220692E-1
1.389772621E1,-5.763161927E-4,-3.439200684E-2,-5.973398566E-2,6.892961133E-2
1.390776121E1,-1.848039002E-2,5.549153835E-3,-6.175712228E-2,6.470131433E-2
1.391779621E1,2.204871733E-2,2.231487527E-2,-5.843356490E-2,6.632179959E-2
1.392783021E1,4.955207373E-2,1.152149990E-2,-4.485808432E-2,6.782625377E-2
1.393786521E1,4.900043461E-2,-1.516621560E-3,3.017689526E-2,5.756724538E-2
1.394790021E1,4.823879823E-2,-4.291710109E-2,6.771075726E-3,6.492077238E-2
1.395793421E1,8.301387079E-2,-7.838324144E-2,2.007115245E-2,1.159227607E-1
1.396796921E1,7.643358788E-2,-1.357434037E-1,-5.610812724E-2,1.655792468E-1
1.397800421E1,2.034377888E-2,-1.165262371E-1,-1.001417542E-1,1.549858194E-1
1.398803821E1,-2.059992347E-2,-6.054645628E-2,-6.745991170E-2,9.295735529E-2
1.399807321E1,-3.913789943E-2,-1.777831301E-2,-7.759547532E-2,8.870682823E-2
1.400810721E1,-4.230654214E-2,-2.490329146E-2,-5.571694851E-2,7.425897780E-2
1.401814221E1,-4.660786361E-2,-4.020121560E-2,-4.300977945E-2,7.508842663E-2
1.402817721E1,-8.702016369E-2,-6.139430255E-2,-4.019551456E-2,1.138307896E-1
1.403821121E1,-8.030624449E-2,-8.917910188E-2,-4.354012191E-2,1.276626309E-1
1.404824621E1,-3.152427647E-2,-9.536604077E-2,-5.827627480E-2,1.161231499E-1
1.405828121E1,3.697523363E-2,-1.206491089E-1,-1.144066215E-1,1.703298283E-1
1.406831521E1,8.452910364E-2,-8.173354983E-2,-1.512505120E-1,1.915783388E-1
1.407835021E1,9.006786953E-2,-1.080594689E-2,-1.663187867E-1,1.894490128E-1
1.408838521E1,8.093831937E-2,5.455452204E-4,-1.267436618E-1,1.503837257E-1
1.409841921E1,6.630438312E-2,5.893993378E-3,-6.513213515E-2,9.313004568E-2
1.410845421E1,2.568516470E-2,-3.495611697E-2,-2.824555993E-2,5.176359198E-2
1.411848821E1,-7.839208536E-2,-5.032040700E-2,-6.175302923E-2,1.117626907E-1
1.412852321E1,-1.296423824E-1,-5.851615682E-2,-8.881043494E-2,1.676859603E-1
1.413855821E1,-1.445044697E-1,-8.793788418E-2,-1.394625252E-1,2.192359669E-1
1.414859221E1,-1.069390327E-1,-1.882437989E-2,-1.977580959E-1,2.256071330E-1
1.415862721E1,-2.198008563E-2,-7.337919429E-2,-2.592515087E-1,2.703312322E-1
1.416866221E1,-1.176515521E-2,-1.286039534E-1,-2.592941934E-1,2.896737379E-1
1.417869621E1,1.749450378E-3,-2.972804837E-1,-2.118264967E-1,3.650331646E-1
1.418873121E1,7.866222672E-3,-5.055572820E-1,-3.981719971E-2,5.071838446E-1
1.419876621E1,2.308198429E-2,-6.116840999E-1,1.878821486E-1,6.403045508E-1
1.420880021E1,4.304548401E-2,-7.677123718E-1,4.365355790E-1,8.841937068E-1
1.421883521E1,-1.909152090E-1,-7.049819805E-1,8.237013620E-1,1.100877897E0
1.422886921E1,-6.498175938E-1,-1.716743977E-1,1.520400615E0,1.662333611E0
1.423890421E1,-1.504895554E0,1.126598243E0,2.653126740E0,3.251617401E0
1.424893921E1,-2.642660224E0,3.920053480E0,4.133209634E0,6.279641250E0
1.425897321E1,-3.301983198E0,8.120306119E0,6.153758857E0,1.071033205E1
1.426900821E1,-2.540067317E0,1.309974176E1,8.180068172E0,1.565147569E1
1.427904321E1,1.363101451E-1,1.862106402E1,8.369140813E0,2.041580573E1
1.428907721E1,4.174451215E0,2.484580632E1,5.945670485E0,2.588611852E1
1.429911221E1,7.937599341E0,2.835195821E1,1.292545731E0,2.947048849E1
1.430914621E1,9.310018038E0,2.770002173E1,-3.581512558E0,2.944138026E1
1.431918121E1,8.351145422E0,2.364310189E1,-8.136357311E0,2.636168065E1
1.432921621E1,7.219067754E0,1.406574856E1,-1.352859994E1,2.080824929E1
1.433925021E1,6.656176184E0,-2.542921635E0,-1.878326578E1,2.008935552E1
1.434928071E1,5.174026884E0,-2.807266010E1,-1.922739338E1,3.441710993E1
1.435931571E1,1.877569013E0,-5.488281747E1,-1.049860671E1,5.590947739E1
1.436934971E1,-4.892792183E0,-5.711521892E1,3.428171082E0,5.742682304E1
1.437938471E1,-5.310483648E-1,-5.165779737E1,1.374076733E1,5.345669957E1
1.438941971E1,9.669693722E0,-5.296243280E1,1.976284046E1,5.735060704E1
1.439945371E1,9.676772946E0,-4.047539972E1,8.606999114E0,4.249680401E1
1.440948871E1,7.861230612E0,-2.724775129E1,-6.985995984E0,2.920690050E1
1.441952371E1,6.006371600E0,-1.434458824E1,-1.648418853E1,2.266213104E1
1.442955771E1,3.270093945E0,-2.359399755E0,-1.646227668E1,1.694894790E1
1.443959271E1,3.583861531E-1,5.649755765E0,-1.140730027E1,1.273478230E1
1.444962671E1,-3.506712344E0,9.656998832E0,-6.728406254E0,1.228112815E1
1.445966171E1,-6.887959228E0,1.288137398E1,-2.016043358E0,1.474578614E1
1.446969671E1,-7.492004671E0,1.492190022E1,7.395458955E-1,1.671347266E1
1.447973071E1,-5.832361386E0,1.573100985E1,8.065584952E-1,1.679677490E1
1.448976571E1,-3.271184743E0,1.645604237E1,7.359071732E-2,1.677818214E1
1.449980071E1,-1.104381016E0,1.579187001E1,-8.169870043E-1,1.585150730E1
1.450983471E1,3.526891743E-1,1.449760754E1,-6.604517788E-1,1.451692841E1
1.451986971E1,1.420993418E0,1.258427812E1,1.556762695E-1,1.266520877E1
1.452990471E1,1.830759566E0,1.103706861E1,9.116446549E-1,1.122495702E1
1.453993871E1,1.576449101E0,8.816735231E0,1.508592163E0,9.082723282E0
1.454997371E1,9.980853595E-1,6.539916580E0,2.435267086E0,7.049624744E0
1.456000771E1,4.840755984E-1,4.642683966E0,3.068286068E0,5.585984513E0
1.457004271E1,3.895946068E-1,3.044774414E0,2.834808501E0,4.178345896E0
1.458007771E1,8.356194493E-1,1.843405486E0,2.170374768E0,2.967647264E0
1.459011171E1,1.556528222E0,7.886332709E-1,1.252448450E0,2.147870960E0
1.460014671E1,2.096762270E0,3.433119580E-2,4.641724437E-1,2.147800434E0
1.461018171E1,1.692678300E0,-1.026718444E-1,1.532157612E-1,1.702696803E0
1.462021571E1,7.545586216E-1,-2.245029679E-1,3.253344011E-1,8.518232027E-1
1.463025071E1,-4.947773186E-2,-2.448995179E-1,3.750135148E-1,4.506206343E-1
1.464028571E1,-2.911936053E-1,-1.660715226E-1,-1.303052008E-2,3.354746799E-1
1.465031971E1,-2.081925253E-1,-1.424542531E-2,-6.316618431E-1,6.652396138E-1
1.466035471E1,-1.531070578E-1,7.007887959E-2,-1.091830698E0,1.104738473E0
1.467038871E1,1.874208581E-1,1.162370192E-1,-1.394907673E0,1.412234060E0
1.468042371E1,5.250429820E-1,2.445217147E-1,-1.628463008E0,1.728396011E0
1.469045871E1,7.758475298E-1,4.359063455E-1,-1.635722911E0,1.862134037E0
1.470049271E1,7.856001008E-1,5.304298025E-1,-1.487667902E0,1.763995204E0
1.471052771E1,4.073430990E-1,4.284590393E-1,-1.000346916E0,1.161980853E0
1.472056271E1,-1.246809651E-1,4.288326032E-2,-2.623476094E-1,2.936163913E-1
1.473059671E1,-3.103415920E-1,-3.588424551E-1,2.329659355E-1,5.285384929E-1
1.474063171E1,-1.596970343E-1,-5.416196191E-1,2.823380703E-1,6.313238000E-1
1.475066671E1,2.837399037E-1,-6.350837798E-1,-1.286153555E-2,6.957047933E-1
1.476070071E1,5.418182051E-1,-5.648940224E-1,-2.331852061E-1,8.167297988E-1
1.477073571E1,5.926410707E-1,-4.745997103E-1,-2.792723751E-1,8.089878758E-1
1.478076971E1,4.208969814E-1,-3.941532058E-1,-1.807368511E-1,6.042986248E-1
1.479080471E1,1.812303196E-1,-3.506485326E-1,-1.551552826E-1,4.241131734E-1
1.480083971E1,-3.348550569E-2,-3.611010153E-1,-2.992634207E-1,4.701848757E-1
1.481087371E1,-1.245902053E-1,-3.444073608E-1,-4.324162155E-1,5.666770975E-1
1.482090871E1,-1.561966900E-1,-3.262882282E-1,-5.216926736E-1,6.348422320E-1
1.483094371E1,-7.051458852E-2,-2.042957215E-1,-5.475531542E-1,5.886624718E-1
1.484097771E1,1.003656111E-1,-9.315842450E-2,-7.119242334E-1,7.249743872E-1
1.485101271E1,4.143684921E-1,-2.372975528E-2,-1.045634771E0,1.124996188E0
1.486104771E1,5.494735260E-1,1.786050294E-1,-1.239492189E0,1.367538592E0
1.487108171E1,4.544033544E-1,2.988237101E-1,-1.112719291E0,1.238516144E0
1.488111671E1,1.534566665E-1,3.109684501E-1,-9.933869755E-1,1.052172994E0
1.489115171E1,-1.143041673E-1,2.488376176E-1,-9.367870975E-1,9.759895842E-1
1.490118571E1,-1.719774662E-1,2.090204179E-1,-8.414938545E-1,8.839557066E-1
1.491122071E1,-1.353280687E-1,5.391790643E-2,-5.600849068E-1,5.787192149E-1
1.492125471E1,-1.666699303E-1,8.773805559E-2,-1.995479286E-2,1.894070374E-1
1.493128971E1,-3.666805746E-1,4.183841405E-1,7.321123302E-1,9.195044300E-1
1.494132471E1,-6.762834806E-1,1.202272761E0,1.628795714E0,2.134430748E0
1.495135871E1,-1.003086337E0,2.838856528E0,2.898279442E0,4.179152105E0
1.496139371E1,-1.592425448E0,5.794241048E0,4.900519863E0,7.753975952E0
1.497142871E1,-1.774653924E0,1.046454901E1,7.491625187E0,1.299155997E1
1.498146271E1,-1.096603488E0,1.754651301E1,9.957667923E0,2.020489566E1
1.499149771E1,8.954364654E-1,2.539016104E1,1.017890551E1,2.736918343E1
1.500153271E1,4.366949448E0,3.108231088E1,7.035918927E0,3.216651134E1
1.501156671E1,7.495686078E0,3.467066058E1,1.759043612E0,3.551526784E1
1.502160171E1,1.040482672E1,3.465242429E1,-4.382643667E0,3.644528081E1
1.503163571E1,1.207811624E1,2.940317765E1,-1.152221794E1,3.381108183E1
1.504167071E1,1.142462323E1,2.067609135E1,-1.845541708E1,2.997707772E1
1.505170571E1,8.440306690E0,4.281848487E0,-2.236038182E1,2.428085004E1
1.506173971E1,9.942815264E-1,-2.006382706E1,-1.985976859E1,2.824811782E1
1.507177471E1,-7.848362060E0,-4.237192307E1,-7.556201836E0,4.375011815E1
1.508180971E1,-1.117365957E1,-5.736261227E1,9.798481570E0,5.925647809E1
1.509184371E1,-9.291543760E0,-6.415551916E1,2.315664863E1,6.883671840E1
1.510187871E1,-2.419132864E0,-6.410332925E1,2.124536691E1,6.757554765E1
1.511191371E1,4.814388623E0,-5.519041843E1,5.585242850E0,5.568083658E1
1.512194771E1,8.825032430E0,-3.928374185E1,-8.728767965E0,4.119811842E1
1.513198271E1,1.020506946E1,-2.590950606E1,-1.437309459E1,3.133738654E1
1.514201771E1,1.008248259E1,-1.723707953E1,-1.218647450E1,2.339409170E1
1.515205171E1,9.107313783E0,-9.885439607E0,-8.998773673E0,1.617538278E1
1.516208671E1,6.000457141E0,-3.228370261E0,-7.812160778E0,1.036618138E1
1.517212071E1,4.134601271E-1,3.978361622E0,-7.865425404E0,8.824014238E0
1.518215571E1,-4.812031610E0,9.878006626E0,-7.455624465E0,1.327844115E1
1.519219071E1,-8.264106694E0,1.320774568E1,-5.827745594E0,1.663438078E1
1.520222471E1,-8.933825140E0,1.448715155E1,-4.609999784E0,1.763357280E1
1.521225971E1,-6.935872482E0,1.527074978E1,-3.676806970E0,1.717035339E1
1.522229471E1,-4.411677432E0,1.560296636E1,-3.891116195E0,1.667501850E1
1.523232871E1,-2.316945169E0,1.494373021E1,-3.068538083E0,1.543046446E1
1.524236371E1,-1.468026228E0,1.426100814E1,-1.338320659E0,1.439869982E1
1.525239871E1,-7.349157047E-1,1.322249236E1,4.486346376E-1,1.325049728E1
1.526243271E1,-4.572347224E-1,1.220026808E1,1.779081436E0,1.233777677E1
1.527246771E1,-4.185485204E-1,1.057671849E1,2.113613507E0,1.079395752E1
1.528250171E1,-5.130558975E-1,8.325891883E0,1.823150146E0,8.538593470E0
1.529253671E1,-2.717451813E-1,6.067841624E0,1.597061121E0,6.280378304E0
1.530257171E1,6.994869134E-1,3.686188243E0,1.323821903E0,3.978664366E0
1.531260571E1,1.355711448E0,2.117117159E0,1.243199909E0,2.804582786E0
1.532264071E1,1.229232372E0,9.583146451E-1,1.456343198E0,2.133146665E0
1.533267571E1,7.709919289E-1,5.947442045E-1,1.334093707E0,1.651652276E0
1.534270971E1,4.010067272E-1,2.300507330E-1,9.540761447E-1,1.060184430E0
1.535274842E1,-6.253374215E-2,-3.639482439E-2,1.007408014E0,1.010002950E0
1.536278342E1,-4.407870529E-1,-2.785403037E-1,9.428278559E-1,1.077405352E0
1.537281742E1,-3.916455542E-1,-4.318596337E-1,9.137607622E-1,1.083903923E0
1.538285242E1,2.194138255E-1,-4.674525855E-1,6.024614328E-1,7.934822774E-1
1.539288742E1,7.412647576E-1,-6.068119805E-2,1.493981141E-1,7.586009789E-1
1.540292142E1,6.091420229E-1,7.237662338E-1,-2.557437640E-1,9.799471609E-1
1.541295642E1,4.106890220E-1,1.132869235E0,-4.482311797E-1,1.285678563E0
1.542299042E1,3.496740210E-1,1.388481583E0,-5.967434406E-1,1.551211063E0
1.543302542E1,2.036878121E-1,1.286989999E0,-6.277968335E-1,1.446361244E0
1.544306042E1,-4.069382524E-2,9.155668209E-1,-3.916301322E-1,9.966407334E-1
1.545309442E1,-2.991943687E-1,5.195366955E-1,-2.122480810E-2,5.999051098E-1
1.546312942E1,-4.337588459E-1,1.158481063E-1,3.966224849E-2,4.507112314E-1
1.547316442E1,-4.660672340E-1,-1.811043486E-2,-3.278182983E-1,5.700977909E-1
1.548319842E1,-3.115525869E-1,-4.346235394E-2,-6.810930347E-1,7.502277738E-1
1.549323342E1,-2.136542632E-1,-8.856222063E-2,-9.488557506E-1,9.766363942E-1
1.550326842E1,-1.602569052E-1,-1.393856344E-1,-1.045907836E0,1.067255280E0
1.551330242E1,-1.072019747E-1,-2.742148259E-1,-1.199701302E0,1.235301278E0
1.552333742E1,-9.433130287E-3,-4.561896788E-1,-1.275086530E0,1.354268683E0
1.553337242E1,5.573396025E-2,-7.027423507E-1,-1.071630322E0,1.282709879E0
1.554340642E1,9.043674661E-2,-9.866479133E-1,-8.111690247E-1,1.280487445E0
1.555344142E1,1.619159795E-1,-1.159362019E0,-5.425836056E-1,1.290245730E0
1.556347542E1,1.917422063E-1,-1.211654400E0,-4.771497542E-1,1.316261124E0
1.557351042E1,6.322167621E-2,-8.960975663E-1,-5.420696354E-1,1.049203183E0
1.558354542E1,-1.452882341E-1,-5.582119706E-1,-6.854217285E-1,8.958304644E-1
1.559357942E1,-3.358813164E-1,-2.038080637E-1,-7.187800938E-1,8.191451695E-1
1.560361442E1,-5.951423268E-1,4.288748494E-1,-5.726979357E-1,9.306508213E-1
1.561364942E1,-9.810845800E-1,1.253457094E0,-1.334492487E-1,1.597338518E0
1.562368342E1,-1.377030688E0,2.373797354E0,5.661549014E-1,2.802081150E0
1.563371842E1,-1.776396833E0,4.159839316E0,1.774088498E0,4.858728109E0
1.564375342E1,-2.057098268E0,7.273243961E0,3.722112367E0,8.425310171E0
1.565378742E1,-1.598225448E0,1.181980263E1,5.737835298E0,1.323573997E1
1.566382242E1,-5.154124350E-1,1.791116877E1,7.186601674E0,1.930603171E1
1.567385742E1,1.020863261E0,2.368167246E1,7.334568974E0,2.481249029E1
1.568389142E1,2.437821588E0,2.783240503E1,5.768271224E0,2.852820879E1
1.569392642E1,3.189270222E0,3.168998159E1,3.019319145E0,3.199285336E1
1.570396042E1,2.702274342E0,3.251472435E1,-1.322395182E0,3.265361105E1
1.571399542E1,1.942951116E0,2.937095248E1,-7.017755136E0,3.026015194E1
1.572403042E1,2.433349784E0,2.283350108E1,-1.308192529E1,2.642776442E1
1.573406442E1,3.371774394E0,1.204642199E1,-1.956847551E1,2.322520999E1
1.574409942E1,6.308067462E0,-5.699872250E0,-2.376434507E1,2.523934142E1
1.575413442E1,1.081644966E1,-3.262085131E1,-2.039448710E1,3.996311584E1
1.576416842E1,1.449777126E1,-6.114707993E1,-4.853349790E0,6.302940393E1
1.577420342E1,8.089194839E0,-7.409958880E1,1.932601603E1,7.700440915E1
1.578423842E1,8.979258444E-1,-7.484074443E1,3.072570791E1,8.090743121E1
1.579427242E1,-1.334060377E0,-6.551449160E1,2.483907500E1,7.007787079E1
1.580430742E1,2.241784913E0,-4.412342144E1,3.599634249E0,4.432673330E1
1.581434242E1,8.935996211E0,-2.902162812E1,-1.728919108E1,3.494314032E1
1.582437642E1,1.096592203E1,-1.286341367E1,-2.376038300E1,2.915946943E1
1.583441142E1,8.677938704E0,9.838716553E-1,-2.016766425E1,2.197747267E1
1.584444642E1,5.921479384E0,8.353352746E0,-1.390319831E1,1.726676992E1
1.585448042E1,3.534982462E0,1.270667789E1,-1.015003313E1,1.664268418E1
1.586451542E1,-1.088311186E-2,1.551171705E1,-8.675055442E0,1.777273392E1
1.587454942E1,-4.231625582E0,1.679713034E1,-6.775160006E0,1.859981279E1
1.588458442E1,-6.539962773E0,1.566381716E1,-3.356115843E0,1.730288400E1
1.589461942E1,-6.927142589E0,1.409265043E1,1.752001226E-2,1.570313369E1
1.590465342E1,-5.533631816E0,1.282859584E1,1.803318145E0,1.408708305E1
1.591468842E1,-3.634240117E0,1.183838975E1,2.311676243E0,1.259757994E1
1.592472342E1,-1.814743312E0,1.118152290E1,2.482486276E0,1.159665839E1
1.593475742E1,-2.204353523E-1,1.033364038E1,2.784780309E0,1.070456522E1
1.594479242E1,5.702295336E-1,9.031328046E0,2.815235531E0,9.477109216E0
1.595482742E1,6.960086241E-1,7.295252881E0,2.816875091E0,7.851109978E0
1.596486142E1,4.509841219E-1,5.160613371E0,3.136156454E0,6.055641531E0
1.597489642E1,-1.563372242E-1,2.973551234E0,3.741675981E0,4.781902071E0
1.598493142E1,-1.021706941E0,1.163274026E0,4.268925263E0,4.541014692E0
1.599496542E1,-1.344312593E0,-9.073870048E-2,4.235260504E0,4.444416879E0
1.600500042E1,-1.237907009E0,-3.889148314E-1,3.478317972E0,3.712460697E0
1.601503442E1,-6.586571221E-1,-3.622192222E-1,2.288913032E0,2.409181363E0
1.602506942E1,1.793945497E-1,-3.895242575E-1,1.525723920E0,1.584848584E0
1.603510442E1,6.162007816E-1,-1.067146093E-1,1.265453242E0,1.411546428E0
1.604513842E1,7.277327657E-1,3.092036873E-2,1.078477412E0,1.301408689E0
1.605517342E1,8.274076927E-1,4.218590677E-2,8.585589534E-1,1.193107965E0
1.606520842E1,1.015786270E0,6.871501654E-2,5.258827883E-1,1.145904100E0
1.607524242E1,9.451115591E-1,5.059683412E-2,2.626382160E-1,9.822294698E-1
1.608527742E1,8.328475036E-1,-8.608051613E-2,3.056520885E-1,8.913293548E-1
1.609531242E1,7.717380336E-1,-1.598981054E-1,3.357494617E-1,8.566648689E-1
1.610534642E1,8.628087097E-1,-1.568524370E-1,2.639982784E-1,9.158256644E-1
1.611538142E1,1.145613388E0,-1.157327700E-1,7.664647222E-2,1.153992543E0
1.612541642E1,1.462736252E0,-9.358585596E-2,-2.266755009E-1,1.483151185E0
1.613545042E1,1.235042604E0,1.572253431E-1,-5.278340042E-1,1.352279105E0
1.614548542E1,8.127502580E-1,1.340921500E-1,-6.441988581E-1,1.045722647E0
1.615551942E1,5.020073643E-1,1.306434622E-1,-8.157462251E-1,9.667062697E-1
1.616555442E1,3.546031507E-1,1.524964075E-1,-8.587349546E-1,9.415010733E-1
1.617558942E1,4.135497357E-1,7.863554880E-2,-8.621988451E-1,9.594757850E-1
1.618562342E1,4.891002570E-1,3.200561196E-2,-7.173656523E-1,8.688250110E-1
1.619565842E1,4.450759856E-1,-1.556679372E-1,-4.761989969E-1,6.701422418E-1
1.620569342E1,4.368444581E-1,-4.830053021E-1,2.706091404E-3,6.512561135E-1
1.621572742E1,2.530766297E-1,-7.129836027E-1,5.310996741E-1,9.243701975E-1
1.622576242E1,-2.844671877E-1,-5.830982320E-1,1.174620255E0,1.341885939E0
1.623579742E1,-1.113821492E0,6.862877011E-3,2.043908265E0,2.327704107E0
1.624583142E1,-2.140817093E0,1.347476083E0,3.252218422E0,4.120159498E0
1.625586642E1,-3.228792430E0,3.855304338E0,4.972687368E0,7.072205579E0
1.626590142E1,-3.438803074E0,7.685635802E0,7.265056105E0,1.112094441E1
1.627593542E1,-1.317254895E0,1.155740648E1,9.171302202E0,1.481288592E1
1.628597042E1,2.214132991E0,1.662944974E1,1.064748266E1,1.986982312E1
1.629600542E1,5.446538123E0,2.257896477E1,1.100270335E1,2.570085424E1
1.630603942E1,7.399154395E0,2.846927206E1,8.607708966E0,3.064864746E1
1.631607442E1,7.808288752E0,3.305764767E1,3.437499729E0,3.414079447E1
1.632610842E1,6.900254753E0,3.497524439E1,-4.620745212E0,3.594763583E1
1.633614342E1,5.650497192E0,3.202676952E1,-1.231243171E1,3.477410041E1
1.634617521E1,4.073916821E0,2.515436155E1,-1.972275663E1,3.222306367E1
1.635620921E1,3.221664382E0,1.638072556E1,-2.753919991E1,3.220426715E1
1.636624421E1,2.028997865E0,2.146635073E0,-3.415893800E1,3.428641013E1
1.637627921E1,2.536085071E0,-1.920337653E1,-3.022573588E1,3.589981208E1
1.638631321E1,5.745567071E0,-4.594623244E1,-1.460443383E1,4.855262407E1
1.639634821E1,6.714478771E0,-6.760838420E1,6.750423360E0,6.827551578E1
1.640638321E1,3.124937986E0,-7.222949019E1,2.341026108E1,7.599279449E1
1.641641721E1,2.976507586E0,-7.046095070E1,2.611037195E1,7.520210565E1
1.642645221E1,5.541178232E0,-5.662310321E1,1.415394329E1,5.862776291E1
1.643648721E1,9.193087758E0,-3.897993924E1,-3.713366101E0,4.022110905E1
1.644652121E1,1.038412641E1,-2.599042919E1,-1.657474202E1,3.252775067E1
1.645655621E1,1.187636742E1,-1.602613520E1,-1.805623702E1,2.690562781E1
1.646659121E1,1.134757213E1,-9.049909328E0,-1.267619635E1,1.927055283E1
1.647662521E1,6.497692666E0,-3.203544153E0,-7.004174978E0,1.007676398E1
1.648666021E1,-4.083272219E-1,2.814433293E0,-5.429030975E0,6.128796229E0
1.649669521E1,-5.191007783E0,7.892674599E0,-5.881006712E0,1.112776321E1
1.650672921E1,-6.879560287E0,1.123416539E1,-5.250144768E0,1.418093233E1
1.651676421E1,-6.988834807E0,1.331664656E1,-3.722308248E0,1.549298120E1
1.652679821E1,-5.462329699E0,1.478377261E1,-2.240643098E0,1.591909105E1
1.653683321E1,-2.923438549E0,1.554077537E1,-9.219679141E-1,1.584020886E1
1.654686821E1,-9.729733955E-1,1.583860681E1,3.675167996E-1,1.587271909E1
1.655690221E1,-5.789419580E-1,1.581352693E1,1.284042125E0,1.587613215E1
1.656693721E1,-4.745429923E-1,1.551672694E1,1.607788423E0,1.560701732E1
1.657697221E1,-7.744556732E-1,1.445765585E1,2.207332680E0,1.464567895E1
1.658700621E1,-1.014571511E0,1.275956128E1,2.899674003E0,1.312417116E1
1.659704121E1,-4.081092304E-1,9.959815021E0,3.157106443E0,1.045618427E1
1.660707621E1,5.100686281E-1,6.782792961E0,3.325472925E0,7.571342056E0
1.661711021E1,8.451238060E-1,4.576920331E0,3.466704817E0,5.803488283E0
1.662714521E1,1.072650369E0,2.919829355E0,2.876895005E0,4.237039904E0
1.663718021E1,1.123811971E0,2.080887226E0,1.787027802E0,2.964205350E0
1.664721421E1,7.798064603E-1,1.872159315E0,8.736102712E-1,2.208228594E0
1.665724921E1,3.962294059E-1,1.429515881E0,4.395872408E-1,1.547174954E0
1.666728421E1,-2.422572708E-2,9.142507589E-1,6.445526147E-1,1.118878639E0
1.667731821E1,-2.510459100E-1,1.672251052E-1,1.007336678E0,1.051530060E0
1.668735321E1,-1.198490453E-1,-7.092611191E-1,1.349452588E0,1.529195022E0
1.669738721E1,4.765105804E-1,-1.379376591E0,1.475973471E0,2.075629977E0
1.670742221E1,1.018493092E0,-1.392397610E0,1.289960092E0,2.154088281E0
1.671745721E1,7.719665135E-1,-9.484525850E-1,9.735555589E-1,1.563107492E0
1.672749121E1,2.387673784E-1,-3.765427078E-1,5.230802178E-1,6.873188387E-1
1.673752621E1,-6.628867786E-2,9.744034052E-2,-1.687173146E-1,2.058017032E-1
1.674756121E1,-2.306167618E-1,4.412998903E-1,-5.521777171E-1,7.435253292E-1
1.675759521E1,-3.839960074E-1,4.672724913E-1,-4.773783803E-1,7.705106312E-1
1.676763021E1,-4.958585054E-1,2.044169050E-1,-2.234975392E-1,5.810448162E-1
1.677766521E1,-4.665975764E-1,-7.305277348E-2,8.283399582E-2,4.794908518E-1
1.678769921E1,-2.803530502E-1,-3.271115892E-1,3.307044840E-1,5.431070615E-1
1.679773421E1,-1.618825590E-1,-2.573481669E-1,5.124651825E-1,5.958645863E-1
1.680776921E1,-1.977856326E-1,2.742208193E-1,6.845212573E-1,7.634694269E-1
1.681780321E1,-6.462252107E-1,1.258275639E0,9.811791587E-1,1.721504327E0
1.682783821E1,-1.447241423E0,2.592048479E0,1.755228304E0,3.448775066E0
1.683787321E1,-2.495491068E0,4.895319642E0,3.432054217E0,6.478474066E0
1.684790721E1,-3.080488037E0,9.256856908E0,6.262882519E0,1.159320938E1
1.685794221E1,-1.831685181E0,1.638361993E1,9.732581695E0,1.914422156E1
1.686797721E1,1.479256975E0,2.422840116E1,1.168477170E1,2.693951584E1
1.687801121E1,4.884037147E0,2.901653870E1,1.061313963E1,3.128021851E1
1.688804621E1,6.146009542E0,3.231323397E1,7.179366329E0,3.366692478E1
1.689808021E1,5.811642362E0,3.492956828E1,1.822472454E0,3.545661198E1
1.690811521E1,5.400453878E0,3.304255250E1,-5.454172833E0,3.392231094E1
1.691815021E1,4.479482329E0,2.659351803E1,-1.312250380E1,2.999134990E1
1.692818421E1,2.989978986E0,1.558954349E1,-1.912519692E1,2.485451664E1
1.693821921E1,1.783876006E0,8.464003263E-1,-2.388051755E1,2.396200588E1
1.694825421E1,1.299675533E0,-1.953803490E1,-2.477120286E1,3.157588408E1
1.695828821E1,1.832616642E0,-4.124174984E1,-1.884090178E1,4.537862926E1
1.696832321E1,1.544330345E0,-5.751727814E1,-5.133534331E0,5.776655967E1
1.697835821E1,-3.258469096E-1,-6.503257344E1,1.089089056E1,6.593901184E1
1.698839221E1,8.598122310E-1,-6.710613177E1,1.941657069E1,6.986397795E1
1.699842721E1,2.259473617E0,-5.497881472E1,1.368290329E1,5.670094471E1
1.700846221E1,6.187983195E0,-3.988204767E1,-7.077452284E-1,4.036545262E1
1.701849621E1,9.694637359E0,-2.830966413E1,-1.235525321E1,3.237399201E1
1.702853121E1,1.212852041E1,-2.039560977E1,-1.461967752E1,2.787143477E1
1.703856621E1,1.082369669E1,-1.239948623E1,-1.063855864E1,1.959792333E1
